Company,Name,Title,Image Links
FGS Global,Maya Friedson,Senior Associate,https://media.licdn.com/dms/image/v2/D4E03AQEz-nRURoatwA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1688322847385?e=1776297600&v=beta&t=eJNh7Rq26Sbzk6WLSQXoBIFSQfUyfxE3wnGofbR-cj8
FGS Global,Sophia Templin,Managing Director,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Fa0ec8994a2%2Fsophia-templin.jpg&w=1080&q=75
FGS Global,Sydney Neuhaus,"Partner, Vice Chair",https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Fcc7ec00ab1%2Fsydney-neuhaus-8-25-22.jpg&w=1080&q=75
FGS Global,Beth Tritter,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1440%2F5f7251df8d%2Fbeth-tritter.jpg&w=1080&q=75
FGS Global,Catharine Ransom,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Fb16db41a0f%2Fcatharine-cyr-ransom.jpg&w=1080&q=75
FGS Global,Josh Tzuker,Partner,https://a.storyblok.com/f/137553/1024x1400/e585c540fc/josh-tzuker.jpg
FGS Global,Charlotte Kiaie,Partner,https://media.licdn.com/dms/image/v2/C5603AQEsWaj5PmKyJw/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1644431417503?e=1776297600&v=beta&t=xJ-W-aP_EKOXtthB36LCdhND13MhhQhRLosarIocqXI
FGS Global,Christine Graeff,Global Chief Growth Officer,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F1afb4b06cb%2Fchristine-graeff.jpg&w=1080&q=75
FGS Global,Brett O'Brien,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Fd602898dbc%2Fbrett-obrien.jpg&w=1080&q=75
FGS Global,Gina Foote,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Fe680901e61%2Fgina-foote-1.jpg&w=1080&q=75
,,,
White & Case,,,
White & Case LLP,Heather McDevitt,Chair,https://media.licdn.com/dms/image/v2/D4E03AQG6dmkWPvBmuA/profile-displayphoto-scale_200_200/B4EZ0M5C6XIsAk-/0/1774037775682?e=2147483647&v=beta&t=NuZqlQQT8LepvQA5pcF8cH2fA6QRBbSoAGDlnnjYW2s
White & Case LLP,Hayden Baker,"Partner, New York",https://media.licdn.com/dms/image/v2/D4E03AQGxU_y6Si628A/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1676313948394?e=2147483647&v=beta&t=CSgrCTPm5re-XbvhOX1SxoRk5937tOydu7muBE3KNxw
White & Case LLP,Mukund Dhar,"Partner, London",https://media.licdn.com/dms/image/v2/D4E03AQETcF_v72LnBg/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1691598836741?e=2147483647&v=beta&t=Xur0SZOO1sAhYcC4Wo_cG3lFHgx95eVHCSoIeXqT9uk
White & Case LLP,Sylvia Statler,"Senior Manager, Integrated Marketing",No image found
White & Case LLP,Jackie Nov,Head Of Integrated Marketing,https://media.licdn.com/dms/image/v2/D4E03AQGYrX-_zXad4g/profile-displayphoto-scale_400_400/B4EZo384s.IUAg-/0/1761875299875?e=1776297600&v=beta&t=jsQ28oU-RG6s46TyRY7iDo4BUNMpxZ3HeSVOuAVgano
White & Case LLP,Ann Thielke,Head Of Communications,https://media.licdn.com/dms/image/v2/C4D03AQE_s0x3WZbo1Q/profile-displayphoto-shrink_400_400/profile-displayphoto-shrink_400_400/0/1643666300325?e=1776297600&v=beta&t=Vbze9jaOzYWiLLuGNMml5lpdCWZbUOO8Fbx2xMeScww
White & Case LLP,Jason Hill,Chief Marketing Officer,https://www.whitecase.com/sites/default/files/styles/og_image/public/images/bio/2024/10/Hill_Jason_FQ99_D8.jpg?h=af9482d8&itok=7tj9Yv8i
White & Case LLP,Jay Campbell,"Partner, International Trade",https://www.legal500.com/wp-content/uploads/sites/13/2020/06/ai-image-578819-1729010358.jpg
White & Case LLP,Ronit Feifer,"Business Development Manager, International Trade",https://media.licdn.com/dms/image/v2/D4E03AQFH1f19PBPAHg/profile-displayphoto-scale_400_400/B4EZhxP0luGcAk-/0/1754246630331?e=1776297600&v=beta&t=GKBppXAE5PY_nt8_MiBi1_RhBiNGGw-KzreN-I0xC2k
White & Case LLP,David Lim,"Partner, International Trade",https://www.whitecase.com/sites/default/files/styles/bio_thumbnail/public/new_bio_images/142930_Lim_David_web.jpg?h=075677a4&itok=0EXlPr1_
White & Case LLP,Cristina Brayton-Lewis,"Partner, International Trade",https://media.licdn.com/dms/image/v2/C5603AQF1KDnQF3Pgjg/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1516343250229?e=2147483647&v=beta&t=a3flnu_sFBPdElur65jSLkOK8Hl91sVgV5-wGdNsjaw
White & Case LLP,David Bond,"Partner, International Trade",https://media.licdn.com/dms/image/v2/D4D03AQGTL9ugX45Mtg/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1665521652042?e=2147483647&v=beta&t=CvOjg_wCLJl3t_UiWS05tLB9RsKbtqCywmhVcfjszOs
,,,
BNY Mellon,,,
BNY Mellon,Mahmoud Salem,Managing Director,https://assets.clay.earth/api/images/avatars/active/ODQ5ODYwMC01MzQwNjM1NzE=
BNY,Madiha Sattar,"Managing Director, Growth Ventures",https://media.licdn.com/dms/image/v2/D4D03AQGdkuov7E4U_Q/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1704274521448?e=2147483647&v=beta&t=7gNuokR2niYD2zfKj-HhdiPg5EP_PGV8KBsyHPQOpds
BNY,Jason Granet,Chief Investment Officer,https://media.licdn.com/dms/image/v2/C4E03AQHxP0sCjCtjzg/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1592229615294?e=2147483647&v=beta&t=lPZBYHN-n6o2dwncrWVo6reqsvOiUL_2Jip8hJsepJM
BNY,Christine Waldron,Global Head of Fund and Investor Solutions,https://ffnews.com/wp-content/uploads/2024/02/Christine-Waldron.jpg
Rubrik,,,
Rubrik,Bipul Sinha,Chief Executive Officer,https://media.licdn.com/dms/image/v2/D5603AQGY3cNnf1sDmA/profile-displayphoto-scale_200_200/B56ZwPdYklJQAY-/0/1769785887706?e=1776297600&v=beta&t=GyDPC9SDMyf7hCh_nLq1R7tJl86eY0CWeccalCksJp8
Rubrik,Jessica Moore,Chief Of Communications,https://media.licdn.com/dms/image/v2/C5603AQGzd9Ya2cFqdA/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1527186086572?e=2147483647&v=beta&t=QrhmuFYbspV2B-l0guBpxmCnBjBM5Fk1ZAQFpyj4EJo
,,,
Hilton,,,
Hilton,Christopher Nassetta,President & CEO,https://media.licdn.com/dms/image/v2/C5603AQFlssA0cH5RHw/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1564777577523?e=1776297600&v=beta&t=fEVUPdCXxbpBJp1fFIg2Ytg2upjOD9SWuuWjMpcWJBk
Hilton,Josie Hill,Corporate Communications,https://media.licdn.com/dms/image/v2/D4E03AQHfy0wAypc1BA/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1718730909018?e=2147483647&v=beta&t=S0COvpNYxiyy63J4-pKSQWHqHIWl8SZYc50Byq1FrI0
Hilton,Kim Napolitano,"Executive Director, Industry Relations & Intermediary Group Sales",https://media.licdn.com/dms/image/v2/D5603AQGUvDcuECZ2PQ/profile-displayphoto-shrink_400_400/profile-displayphoto-shrink_400_400/0/1696702734437?e=1776297600&v=beta&t=jg5yCP_QJddONdWA_Ro2Vle_Qiub1EcMlu1eIGSyLSw
WeWork,,,
,,,
Amazon Business ,,,
